name,normalized_name,canonical_name,price,in_stock,product_link,market_name
Bestway Şişme Kamış Makarna 152x15x115 cm (43734/e),115 15 152 43734e bestway cm kams makarna sisme x x,115 15 152 43734e bestway cm kams makarna sisme x x,549.95,1,https://www.migros.com.tr/bestway-sisme-kamis-makarna-152x15x115-cm-43734e-p-2318683,migros
Koopman Bardakta Çam Ağacı Mum 115 G,115 agac bardakta cam g koopman mum,115 agac bardakta cam g koopman mum,119.95,1,https://www.migros.com.tr/koopman-bardakta-cam-agaci-mum-115-g-p-2818337,migros
Hayfene Tüm Kanatlılar & Beyaz Etler İçin Baharat 115 G,115 baharat beyaz etler g hayfene icin kanatllar tum,115 baharat beyaz etler g hayfene icin kanatllar tum,124.95,1,https://www.migros.com.tr/hayfene-tum-kanatlilar-beyaz-etler-icin-baharat-115-g-p-5bc076,migros
Gekoo Sebzeli Organik Fırınlanmış Cips Havuçluı&Soğanlı 115 g,115 cips frnlanms g gekoo havuclusoganl organik sebzeli,115 cips frnlanms g gekoo havuclusoganl organik sebzeli,134.95,1,https://www.carrefoursa.com/gekoo-sebzeli-organik-firinlanmis-cips-havuclui-soganli-115-g-p-30481807,carrefour
Gekoo Sebzeli Organik Fırınlanmış Cips Pancarlı&Soğanlı 115 g,115 cips frnlanms g gekoo organik pancarlsoganl sebzeli,115 cips frnlanms g gekoo organik pancarlsoganl sebzeli,134.95,1,https://www.carrefoursa.com/gekoo-sebzeli-organik-firinlanmis-cips-pancarli-soganli-115-g-p-30481806,carrefour
Rakle Çiçek Desenli Karaf 1150 Cc,1150 cc cicek desenli karaf rakle,1150 cc cicek desenli karaf rakle,149.95,1,https://www.migros.com.tr/rakle-cicek-desenli-karaf-1150-cc-p-1f8024a,migros
Arzum AR1157 Forte Blender Seti,1157 ar arzum blender forte seti,1157 ar arzum blender forte seti,2799.0,1,https://www.carrefoursa.com/arzum-ar1157-forte-blender-seti-p-30421528,carrefour
Adel Nitro Speed 1:16 Kamyon,116 adel kamyon nitro speed,116 adel kamyon nitro speed,724.95,1,https://www.migros.com.tr/adel-nitro-speed-116-kamyon-p-225c828,migros
Bestway Retro Deniz Yatağı 174x117 cm  (43649),117 174 43649 bestway cm deniz retro x yatag,117 174 43649 bestway cm deniz retro x yatag,1099.95,1,https://www.migros.com.tr/bestway-retro-deniz-yatagi-174x117-cm-43649-p-231868d,migros
Bestway Yat Şekilli Deniz Yatağı 216x117 cm  (43650),117 216 43650 bestway cm deniz sekilli x yat yatag,117 216 43650 bestway cm deniz sekilli x yat yatag,1799.95,1,https://www.migros.com.tr/bestway-yat-sekilli-deniz-yatagi-216x117-cm-43650-p-231869a,migros
Elit Gourmet Collection Truffle 117 G,117 collection elit g gourmet truffle,117 collection elit g gourmet truffle,249.0,0,https://www.carrefoursa.com/elit-gourmet-collection-truffle-117-g-p-30177127,carrefour
"ELMER'S Sıvı Yapıştırıcı, Beyaz 118 ml",118 beyaz elmers ml sv yapstrc,118 beyaz elmers ml sv yapstrc,22.0,1,https://www.migros.com.tr/elmers-sivi-yapistirici-beyaz-118-ml-p-2263ea7,migros
Paşabahçe Amphora Karaf 1180Cc (Balkabağı),1180 amphora balkabag cc karaf pasabahce,1180 amphora balkabag cc karaf pasabahce,199.95,1,https://www.migros.com.tr/pasabahce-amphora-karaf-1180cc-balkabagi-p-1f7b62f,migros
Paşabahçe Amphora Kırmızı Kapaklı Karaf 1180 Cc,1180 amphora cc kapakl karaf krmz pasabahce,1180 amphora cc kapakl karaf krmz pasabahce,199.95,1,https://www.migros.com.tr/pasabahce-amphora-kirmizi-kapakli-karaf-1180-cc-p-1f7b48d,migros
Bestway Şişme Tropikal Çocuk Bot 119X79 Cm (34009),119 34009 79 bestway bot cm cocuk sisme tropikal x,119 34009 79 bestway bot cm cocuk sisme tropikal x,699.95,1,https://www.migros.com.tr/bestway-sisme-tropikal-cocuk-bot-119x79-cm-34009-p-2318656,migros
Giochi Preziosi Devs Sürpriz Figür-CRS0038,0038 devs figurcrs giochi preziosi surpriz,12 12m 13043 cdu cm kwami mlb pelus,380.95,1,https://www.migros.com.tr/giochi-preziosi-devs-surpriz-figur-crs0038-p-2292c0e,migros
X-Level XCC8611 X-Startspeed Type C 1.2 Metre Hızlı Şarj Kablosu 15 W Beyaz,12 15 8611 beyaz c hzl kablosu metre sarj type w xcc xlevel xstartspeed,12 15 8611 beyaz c hzl kablosu metre sarj type w xcc xlevel xstartspeed,249.0,1,https://www.carrefoursa.com/x-level-xcc8611-x-startspeed-type-c-1-2-metre-hizli-sarj-kablosu-15-w-beyaz-p-30457402,carrefour
Focus Extra Z Katlamalı Havlu 200 Yaprak x 12 Paket,12 200 extra focus havlu katlamal paket x yaprak z,12 200 extra focus havlu katlamal paket x yaprak z,700.0,1,https://www.marketpaketi.com.tr/focus-extra-z-katlamali-havlu-200-yaprak-x-12-paket-p-547253,marketpaketi
Focus Optimum Z Katlamalı Havlu 200 Yaprak x 12 Paket,12 200 focus havlu katlamal optimum paket x yaprak z,12 200 focus havlu katlamal optimum paket x yaprak z,550.0,1,https://www.marketpaketi.com.tr/focus-optimum-z-katlamali-havlu-200-yaprak-x-12-paket-p-547255,marketpaketi
Elit Çikolata Love Chocolate Kutusu (12 x 26 gr),12 26 chocolate cikolata elit gr kutusu love x,12 26 chocolate cikolata elit gr kutusu love x,349.9,1,https://www.marketpaketi.com.tr/elit-cikolata-love-chocolate-kutusu-12-x-26-gr-p-4170,marketpaketi
X-Level XCC8500 X-Think Usb-A 1.2 Metre Hızlı Şarj 27 W Beyaz,12 27 8500 beyaz hzl metre sarj usba w xcc xlevel xthink,12 27 8500 beyaz hzl metre sarj usba w xcc xlevel xthink,139.0,1,https://www.carrefoursa.com/x-level-xcc8500-x-think-usb-a-1-2-metre-hizli-sarj-27-w-beyaz-p-30457396,carrefour
X-Level XCC8501 X-Think Usb-A 1.2 Metre Hızlı Şarj Kablosu 27 W Beyaz,12 27 8501 beyaz hzl kablosu metre sarj usba w xcc xlevel xthink,12 27 8501 beyaz hzl kablosu metre sarj usba w xcc xlevel xthink,149.0,1,https://www.carrefoursa.com/x-level-xcc8501-x-think-usb-a-1-2-metre-hizli-sarj-kablosu-27-w-beyaz-p-30457397,carrefour
Zuru Snackles Aburcubur 12 Cm Spr Pelüş S2-77572GQ5,12 277572 5 aburcubur cm gq pelus s snackles spr zuru,12 277572 5 aburcubur cm gq pelus s snackles spr zuru,799.95,1,https://www.migros.com.tr/zuru-snackles-aburcubur-12-cm-spr-pelus-s2-77572gq5-p-22689dc,migros
Uno Mini Roll 12 Adet 420 g,12 420 adet g mini roll uno,12 420 adet g mini roll uno,74.95,1,https://www.carrefoursa.com/uno-mini-roll-12-adet-420-g-p-30449512,carrefour
Bosch Pop7C6O12O Ankastre Siyah Ocak,12 6 7 ankastre bosch c o o ocak pop siyah,12 6 7 ankastre bosch c o o ocak pop siyah,6999.0,0,https://www.carrefoursa.com/bosch-pop7c6o12o-ankastre-siyah-ocak-p-30409075,carrefour
Arı 12 Vit. 6 Min. Sütlü Ballı İrmik. Kah.250g,12 6 ar ball g irmik kah250 min sutlu vit,12 6 ar ball g irmik kah250 min sutlu vit,57.95,1,https://www.migros.com.tr/ari-12-vit-6-min-sutlu-balli-irmik-kah250g-p-4ce96d,migros
Voop Vitamin B12 Biotin ve Folik Asit 60 Kapsül,12 60 asit b biotin folik kapsul ve vitamin voop,12 60 asit b biotin folik kapsul ve vitamin voop,299.95,1,https://www.migros.com.tr/voop-vitamin-b12-biotin-ve-folik-asit-60-kapsul-p-20e99be,migros
Cellairis Prem Manyetik Kablo PD60WC-C1.2M,12 60 cellairis kablo m manyetik pd prem wcc,12 60 cellairis kablo m manyetik pd prem wcc,749.0,1,https://www.carrefoursa.com/cellairis-prem-manyetik-kablo-pd60wc-c1-2m-p-30474856,carrefour
Gıpta K602 Fineliner Kalem PP Kutu 12 Renk,12 602 fineliner gpta k kalem kutu pp renk,12 602 fineliner gpta k kalem kutu pp renk,123.74,1,https://www.marketpaketi.com.tr/gipta-k602-fineliner-kalem-pp-kutu-12-renk-p-546779,marketpaketi
Victorinox 6.7933.12B 12 Cm Steak-Pızza Bıçağı,12 6793312 b bcag cm steakpzza victorinox,12 6793312 b bcag cm steakpzza victorinox,1099.95,1,https://www.migros.com.tr/victorinox-6793312b-12-cm-steak-pizza-bicagi-p-1e92fa1,migros
"Balonevi Çepeçevre Puantiye Baskılı 12"" Balonlar 8",12 8 balonevi balonlar baskl cepecevre puantiye,12 8 balonevi balonlar baskl cepecevre puantiye,102.95,1,https://www.migros.com.tr/balonevi-cepecevre-puantiye-baskili-12-balonlar-8-p-228a5a7,migros
Denki 9 Btu A++ Invarter Klima,9 a btu denki invarter klima,12 a btu denki invarter klma,19999.0,0,https://www.carrefoursa.com/denki-9-btu-a-invarter-klima-p-30340824,carrefour
Dola Vitdrops Limon Aromalı Ballı Bitkisel Pastil 12 Adet,12 adet aromal ball bitkisel dola limon pastil vitdrops,12 adet aromal ball bitkisel dola limon pastil vitdrops,21.0,1,https://www.marketpaketi.com.tr/dola-vitdrops-limon-aromali-balli-bitkisel-pastil-12-adet-p-537267,marketpaketi
Koroplast Sar Pişir 12 Adet,12 adet koroplast pisir sar,12 adet koroplast pisir sar,180.5,1,https://www.mopas.com.tr//koroplast-sar-pisir-12-adet/p/723164,mopas
Black & Decker Akülü Vidalama LD12SA,12 akulu black decker ld sa vidalama,12 akulu black decker ld sa vidalama,1699.95,1,https://www.migros.com.tr/black-decker-akulu-vidalama-ld12sa-p-29f8a5c,migros
Masha & Koca Ayı Sürpriz Kar Tanesi Cdu12,12 ay cdu kar koca masha surpriz tanesi,12 ay cdu kar koca masha surpriz tanesi,600.95,1,https://www.migros.com.tr/masha-koca-ayi-surpriz-kar-tanesi-cdu12-p-2292c0d,migros
Muscle Station Bcaa Citrus Orange 12 g,12 bcaa citrus g muscle orange station,12 bcaa citrus g muscle orange station,24.5,1,https://www.carrefoursa.com/muscle-station-bcaa-citrus-orange-12-g-p-30423991,carrefour
Zuru Bebek ve Simli Parlak Pets 12 Cm,12 bebek cm parlak pets simli ve zuru,12 bebek cm parlak pets simli ve zuru,438.95,1,https://www.migros.com.tr/zuru-bebek-ve-simli-parlak-pets-12-cm-p-2266396,migros
The Smurfs Şirinler Figür Oyuncaklar Seri 2 5.5 Cm,2 55 cm figur oyuncaklar seri sirinler smurfs the,12 cdu figurler sevimli sirinler,200.95,1,https://www.migros.com.tr/the-smurfs-sirinler-figur-oyuncaklar-seri-2-55-cm-p-2292c14,migros
Chupa Chups Sakız Dolgulu Lolipop 12 G,12 chupa chups dolgulu g lolipop sakz,12 chupa chups gr lolipop,10.0,1,https://www.sokmarket.com.tr/chupa-chups-sakiz-dolgulu-lolipop-12-g-p-271382,sokmarket
Zuru Sparkle Girlz 12 Cm Unicorn Prenses Cupcake,12 cm cupcake girlz prenses sparkle unicorn zuru,12 cm cupcake girlz prenses sparkle unicorn zuru,300.95,1,https://www.migros.com.tr/zuru-sparkle-girlz-12-cm-unicorn-prenses-cupcake-p-2292c1d,migros
Veet Professional CWS 12 Normal L&B,12 cws lb normal professional veet,12 cws lb normal professional veet,244.9,1,https://www.carrefoursa.com/veet-professional-cws-12-normal-l-b-p-30096044,carrefour
Kral Şakir 12 - Dikkat Kaygan Zemin,12 dikkat kaygan kral sakir zemin,12 dikkat kaygan kral sakir zemin,349.0,1,https://www.migros.com.tr/kral-sakir-12-dikkat-kaygan-zemin-p-23b85b5,migros
Garnier 1/2 Milyon Probiyotik Türevi İçeren Onarıcı Kağıt Göz Maskesi,12 garnier goz iceren kagt maskesi milyon onarc probiyotik turevi,12 garnier goz iceren kagt maskesi milyon onarc probiyotik turevi,52.45,1,https://www.carrefoursa.com/garnier-1-2-milyon-probiyotik-turevi-iceren-onarici-kagit-goz-maskesi-p-30395584,carrefour
Koroplast Sar Pişir 12 Yaprak,12 koroplast pisir sar yaprak,12 koroplast pisir sar yaprak,174.95,1,https://www.migros.com.tr/koroplast-sar-pisir-12-yaprak-p-1dc1354,migros
Rush Sash RH12 Mikrofonlu Oyun Kulaklığı,12 kulaklg mikrofonlu oyun rh rush sash,12 kulaklg mikrofonlu oyun rh rush sash,685.93,1,https://www.carrefoursa.com/rush-sash-rh12-mikrofonlu-oyun-kulakligi-p-30450722,carrefour
Scotch & Brothers Ekose Tv Battaniye 120x150 Cm,120 150 battaniye brothers cm ekose scotch tv x,120 150 battaniye brothers cm ekose scotch tv x,249.95,1,https://www.migros.com.tr/scotch-brothers-ekose-tv-battaniye-120x150-cm-p-3006ec8,migros
Gondol Easy-Click Saklama Kabı 230x155x120 mm,120 155 230 easyclick gondol kab mm saklama x x,120 155 230 easyclick gondol kab mm saklama x x,129.95,1,https://www.migros.com.tr/gondol-easy-click-saklama-kabi-230x155x120-mm-p-1e9f6a4,migros
Bestway Deniz Atı Binek Yatak 170x120 cm (41505),120 170 41505 at bestway binek cm deniz x yatak,120 170 41505 at bestway binek cm deniz x yatak,1199.95,1,https://www.migros.com.tr/bestway-deniz-ati-binek-yatak-170x120-cm-41505-p-2318689,migros
Craft & Arts Fon Blok 120G 20 Yaprak 25x35cm,120 20 25 35 arts blok cm craft fon g x yaprak,120 20 25 35 arts blok cm craft fon g x yaprak,64.95,1,https://www.migros.com.tr/craft-arts-fon-blok-120g-20-yaprak-25x35cm-p-234bb3b,migros
Granit Perfore Ütü Masası 38x120 Cm,120 38 cm granit masas perfore utu x,120 38 cm granit masas perfore utu x,949.95,1,https://www.migros.com.tr/granit-perfore-utu-masasi-38x120-cm-p-26630f4,migros
Totobag Hijyen Torbası Evcil Hayvan 23*30 Cm,2330 cm evcil hayvan hijyen torbas totobag,120 430 cook kaka torba torbas,14.95,1,https://www.sokmarket.com.tr/totobag-hijyen-torbasi-evcil-hayvan-23-30-cm-p-299566,sokmarket
Molie Katlanabilir Park Yatağı 60x120cm,120 60 cm katlanabilir molie park x yatag,120 60 cm katlanabilir molie park x yatag,399.9,1,https://www.carrefoursa.com/molie-katlanabilir-park-yatagi-60x120cm-p-30405500,carrefour
Exent Mermer Desenli Portatif Dikdörtgen Masa 70X120 Cm,120 70 cm desenli dikdortgen exent masa mermer portatif x,120 70 cm desenli dikdortgen exent masa mermer portatif x,1299.95,1,https://www.migros.com.tr/exent-mermer-desenli-portatif-dikdortgen-masa-70x120-cm-p-27175e4,migros
Rice Up Rice Up Ayçekirdekli Pirinç Patlağı 120 G,120 aycekirdekli g patlag pirinc rice rice up up,120 aycekirdekli g patlag pirinc rice rice up up,45.9,1,https://www.carrefoursa.com/rice-up-rice-up-aycekirdekli-pirinc-patlagi-120-g-p-30240401,carrefour
Khao Shong Wasabi Kaplı Bezelye 120 G,120 bezelye g kapl khao shong wasabi,120 bezelye g kapl khao shong wasabi,261.0,1,https://www.carrefoursa.com/khao-shong-wasabi-kapli-bezelye-120-g-p-30176692,carrefour
Bubu Tutkal 120 g,120 bubu g tutkal,120 bubu g tutkal,59.99,0,https://www.carrefoursa.com/bubu-tutkal-120-g-p-30219280,carrefour
Pet Fitili Gezdirme 120 cm,120 cm fitili gezdirme pet,120 cm fitili gezdirme pet,499.9,1,https://www.carrefoursa.com/pet-fitili-gezdirme-120-cm-p-30466152,carrefour
Hipet Fresh Paw Pet Parfüm 120 ml,120 fresh hipet ml parfum paw pet,120 fresh hipet ml parfum paw pet,259.0,1,https://www.carrefoursa.com/hipet-fresh-paw-pet-parfum-120-ml-p-30461355,carrefour
Hipet Gözyaşı Lekesi Ve Kulak Temizleme 120 ml,120 gozyas hipet kulak lekesi ml temizleme ve,120 gozyas hipet kulak lekesi ml temizleme ve,309.0,0,https://www.carrefoursa.com/hipet-gozyasi-lekesi-ve-kulak-temizleme-120-ml-p-30461353,carrefour
Asonic AS-04 Siyah Bluetooth Usb -Aux -TF Card 3.7V 1200mAh Taşınabilir Speaker,1200 37 as04 asonic aux bluetooth card mah siyah speaker tasnabilir tf usb v,1200 37 as04 asonic aux bluetooth card mah siyah speaker tasnabilir tf usb v,369.0,0,https://www.carrefoursa.com/asonic-as-04-siyah-bluetooth-usb-aux-tf-card-3-7v-1200mah-tasinabilir-speaker-p-30464148,carrefour
Kumtel LX-2819 1200 W Isıtıcı,1200 istc kumtel lx2819 w,1200 istc kumtel lx2819 w,399.95,1,https://www.migros.com.tr/kumtel-lx-2819-1200-w-isitici-p-25563c9,migros
Philips TAH1205BK Kulaküstü Bluetooth Siyah Kulaklık,1205 bk bluetooth kulaklk kulakustu philips siyah tah,1205 bk bluetooth kulaklk kulakustu philips siyah tah,1299.95,1,https://www.migros.com.tr/philips-tah1205bk-kulakustu-bluetooth-siyah-kulaklik-p-2575e78,migros
RT120552 Toplu Köpek Diş İpi,120552 dis ipi kopek rt toplu,120552 dis ipi kopek rt toplu,119.9,1,https://www.carrefoursa.com/rt120552-toplu-kopek-dis-ipi-p-30383855,carrefour
Paşabahçe 4'lü Echo Kase 17 Cm (1206536),1206536 17 4lu cm echo kase pasabahce,1206536 17 4lu cm echo kase pasabahce,159.95,1,https://www.migros.com.tr/pasabahce-4lu-echo-kase-17-cm-1206536-p-1f7b637,migros
Kale Buz Aküsü 350 Ml (1207),1207 350 akusu buz kale ml,1207 350 akusu buz kale ml,22.95,1,https://www.migros.com.tr/kale-buz-akusu-350-ml-1207-p-2bf06d7,migros
Minies Külot Bez 5 Numara Junior 12-18 Kg 23'lü,1218 23lu 5 bez junior kg kulot minies numara,1218 23lu 5 bez junior kg kulot minies numara,104.95,1,https://www.migros.com.tr/minies-kulot-bez-5-numara-junior-12-18-kg-23lu-p-1da8e40,migros
Bestway Kondor Elit 3000 Bot Seti 246x122 Cm (61145),122 246 3000 61145 bestway bot cm elit kondor seti x,122 246 3000 61145 bestway bot cm elit kondor seti x,2499.95,1,https://www.migros.com.tr/bestway-kondor-elit-3000-bot-seti-246x122-cm-61145-p-23186a8,migros
Intex Kürek 122 Cm,122 cm intex kurek,122 cm intex kurek,479.9,0,https://www.carrefoursa.com/intex-kurek-122-cm-p-30099674,carrefour
S-Link 12+21 Led Işıklı Alevli Mini Kamp Lambası,1221 alevli iskl kamp lambas led mini slink,1221 alevli iskl kamp lambas led mini slink,242.25,0,https://www.carrefoursa.com/s-link-12-21-led-isikli-alevli-mini-kamp-lambasi-p-30298843,carrefour
Paşabahçe Breakfast Club Kavanoz 1230Cc 2'Li,1230 2li breakfast cc club kavanoz pasabahce,1230 2li breakfast cc club kavanoz pasabahce,469.95,1,https://www.migros.com.tr/pasabahce-breakfast-club-kavanoz-1230cc-2li-p-1e93400,migros
Goojitzu Dc Minis S4 CDU12-41395,1241395 4 cdu dc goojitzu minis s,1241395 4 cdu dc goojitzu minis s,299.95,1,https://www.migros.com.tr/goojitzu-dc-minis-s4-cdu12-41395-p-2292bc8,migros
Lionesse 12445 Sivri Uçlu Et Pensi,12445 et lionesse pensi sivri uclu,12445 et lionesse pensi sivri uclu,584.95,1,https://www.migros.com.tr/lionesse-12445-sivri-uclu-et-pensi-p-21d5e61,migros
"Koopman Soft Dolamit Fener Mumluk 12,5x12,5x17 Cm",125 125 17 cm dolamit fener koopman mumluk soft x x,125 125 17 cm dolamit fener koopman mumluk soft x x,549.95,1,https://www.migros.com.tr/koopman-soft-dolamit-fener-mumluk-125x125x17-cm-p-28182fc,migros
Omak Şeffaf Raf Örtüsü 50x125 Cm,125 50 cm omak ortusu raf seffaf x,125 50 cm omak ortusu raf seffaf x,64.9,0,https://www.carrefoursa.com/omak-seffaf-raf-ortusu-50x125-cm-p-30045867,carrefour
Tresan Kayın Ağacı Özlü Saç Toniği 125 Ml,125 agac kayn ml ozlu sac tonigi tresan,125 agac kayn ml ozlu sac tonigi tresan,319.95,1,https://www.migros.com.tr/tresan-kayin-agaci-ozlu-sac-tonigi-125-ml-p-20d2091,migros
Shaku Yakı Norı İşlenmiş Alg 125 Gr,125 alg gr islenmis nor shaku yak,125 alg gr islenmis nor shaku yak,669.99,1,https://www.carrefoursa.com/shaku-yaki-nori-islenmis-alg-125-gr-p-30079015,carrefour
Ruffless Ketçap Aromalı 125 g,125 aromal g ketcap ruffless,125 aromal g ketcap ruffless,42.0,1,https://www.sokmarket.com.tr/ruffless-ketcap-aromali-125-g-p-412870,sokmarket
Balmy Kabak Lifli Fresh Coconut & Soft Vanilya 125 G,125 balmy coconut fresh g kabak lifli soft vanilya,125 balmy coconut fresh g kabak lifli soft vanilya,189.95,1,https://www.migros.com.tr/balmy-kabak-lifli-fresh-coconut-soft-vanilya-125-g-p-1bd8ebf,migros
Billur İyot Tuz/Tuzluklu 125 Gr,125 billur gr iyot tuztuzluklu,125 billur gr iyot tuztuzluklu,21.95,1,https://www.carrefoursa.com/billur-iyot-tuz-tuzluklu-125-gr-p-30094259,carrefour
Evmoni Erzak Kabı 1.25 L (Bnm-0759),125 bnm0759 erzak evmoni kab l,125 bnm0759 erzak evmoni kab l,149.95,1,https://www.migros.com.tr/evmoni-erzak-kabi-125-l-bnm-0759-p-1e9a786,migros
Kinder Schoko Bons 125 Gr,125 bons gr kinder schoko,125 bons gr kinder schoko,239.9,1,https://www.marketpaketi.com.tr/kinder-schoko-bons-125-gr-p-902,marketpaketi
Brets Trüflü Patates Cipsi 125 Gr,125 brets cipsi gr patates truflu,125 brets cipsi gr patates truflu,213.0,0,https://www.carrefoursa.com/brets-truflu-patates-cipsi-125-gr-p-30389333,carrefour
Kaserei Champignon Brie Petit Peyniri 125 G,125 brie champignon g kaserei petit peyniri,125 brie champignon g kaserei petit peyniri,375.5,1,https://www.migros.com.tr/kaserei-champignon-brie-petit-peyniri-125-g-p-9ebe0f,migros
Kaserei Champignon Camembert Petit 125 G,125 camembert champignon g kaserei petit,125 camembert champignon g kaserei petit,375.5,1,https://www.migros.com.tr/kaserei-champignon-camembert-petit-125-g-p-9ebe10,migros
Nivea Çift Etkili Göz Makyaj Temizleme Losyonu 125 Ml,125 cift etkili goz losyonu makyaj ml nivea temizleme,125 cift etkili goz losyonu makyaj ml nivea temizleme,161.97,1,https://www.carrefoursa.com/nivea-cift-etkili-goz-makyaj-temizleme-losyonu-125-ml-p-30066073,carrefour
NIVEA Make Up Expert Çift Fazlı Göz Makyaj Temizleyici 125ml,125 cift expert fazl goz make makyaj ml nivea temizleyici up,125 cift expert fazl goz make makyaj ml nivea temizleyici up,160.0,1,https://www.migros.com.tr/nivea-make-up-expert-cift-fazli-goz-makyaj-temizleyici-125ml-p-21c51f5,migros
Toffifee Fındıklı Karamelli Çikolata 125 Gr,125 cikolata fndkl gr karamelli toffifee,125 cikolata fndkl gr karamelli toffifee,127.9,1,https://www.carrefoursa.com/toffifee-findikli-karamelli-cikolata-125-gr-p-30017034,carrefour
Gullon Twins Vanilya Dolgulu Kakaolu Bisküvi 220 g,220 biskuvi dolgulu g gullon kakaolu twins vanilya,125 cikolatal damla gr gullon sekersiz,99.9,1,https://www.carrefoursa.com/gullon-twins-vanilya-dolgulu-kakaolu-biskuvi-220-g-p-30481369,carrefour
Dardanel Zetinyağlı Sardalya 125 G,125 dardanel g sardalya zetinyagl,125 dardanel g sardalya zetinyagl,109.95,1,https://www.migros.com.tr/dardanel-zetinyagli-sardalya-125-g-p-8a17cb,migros
Tada Sardalya Konservesi 125 G,125 g konservesi sardalya tada,125 g konservesi sardalya tada,112.95,1,https://www.migros.com.tr/tada-sardalya-konservesi-125-g-p-89b342,migros
Toffifee 125 G,125 g toffifee,125 g toffifee,109.9,1,https://www.migros.com.tr/toffifee-125-g-p-6b87c1,migros
Nivea Göz Makyaj Temizleyici 125 ml,125 goz makyaj ml nivea temizleyici,125 goz makyaj ml nivea temizleyici,89.0,1,https://www.sokmarket.com.tr/nivea-goz-makyaj-temizleyici-125-ml-p-68170,sokmarket
Bestway Treck X3 Bot Seti 307x126 Cm (61110),126 3 307 61110 bestway bot cm seti treck x x,126 3 307 61110 bestway bot cm seti treck x x,4499.95,1,https://www.migros.com.tr/bestway-treck-x3-bot-seti-307x126-cm-61110-p-231869f,migros
Homend Dustrider 1261H Şarjlı Süpürge,1261 dustrider h homend sarjl supurge,1261 dustrider h homend sarjl supurge,4299.95,1,https://www.migros.com.tr/homend-dustrider-1261h-sarjli-supurge-p-253b439,migros
Noki Büro Bandı 12*66,1266 band buro noki,1266 band buro noki,18.99,1,https://www.carrefoursa.com/noki-buro-bandi-12-66-p-30095462,carrefour
Bestway Su Püskürtmeli Havuz 163x127x92cm (53157),127 163 53157 92 bestway cm havuz puskurtmeli su x x,127 163 53157 92 bestway cm havuz puskurtmeli su x x,1299.95,1,https://www.migros.com.tr/bestway-su-puskurtmeli-havuz-163x127x92cm-53157-p-2318697,migros
Bestway Hydro-Force Treck X2 Bot Seti 255x127 Cm (61068),127 2 255 61068 bestway bot cm hydroforce seti treck x x,127 2 255 61068 bestway bot cm hydroforce seti treck x x,3499.95,1,https://www.migros.com.tr/bestway-hydro-force-treck-x2-bot-seti-255x127-cm-61068-p-23186ac,migros
Samsung Galaxy A16 128GB/6 A165F Light Green,128 16 165 a a f galaxy gb6 green light samsung,128 16 165 a a f galaxy gb6 green light samsung,9899.95,1,https://www.migros.com.tr/samsung-galaxy-a16-128gb6-a165f-light-green-p-255f0ca,migros
Xiaomi Redmi Pad SE 128Gb/6 8.7 Wifi Auora Green,128 87 auora gb6 green pad redmi se wifi xiaomi,128 87 auora gb6 green pad redmi se wifi xiaomi,4999.0,1,https://www.carrefoursa.com/xiaomi-redmi-pad-se-128gb-6-8-7-wifi-auora-green-p-30483471,carrefour
Xiaomi Redmi Pad SE 128Gb/6 8.7 Wifi Sky Blue,128 87 blue gb6 pad redmi se sky wifi xiaomi,128 87 blue gb6 pad redmi se sky wifi xiaomi,4999.0,1,https://www.carrefoursa.com/xiaomi-redmi-pad-se-128gb-6-8-7-wifi-sky-blue-p-30483473,carrefour
Xiaomi Redmi Pad SE 128Gb/6 8.7 Wifi Graphite Gray,128 87 gb6 graphite gray pad redmi se wifi xiaomi,128 87 gb6 graphite gray pad redmi se wifi xiaomi,4999.0,1,https://www.carrefoursa.com/xiaomi-redmi-pad-se-128gb-6-8-7-wifi-graphite-gray-p-30483472,carrefour
Kinder Cards Süt ve Kakao Krema Dolgulu Gofret 128 g,128 cards dolgulu g gofret kakao kinder krema sut ve,128 cards dolgulu g gofret kakao kinder krema sut ve,229.0,0,https://www.carrefoursa.com/kinder-cards-sut-ve-kakao-krema-dolgulu-gofret-128-g-p-30439992,carrefour
Nescafe Dolce Gusto Espresso Intenso 128 Gr,128 dolce espresso gr gusto intenso nescafe,128 dolce espresso gr gusto intenso nescafe,194.95,0,https://www.carrefoursa.com/nescafe-dolce-gusto-espresso-intenso-128-gr-p-30164952,carrefour
Crocs 12856-485 Çocuk Terliği Lacivert 27-35,12856485 2735 cocuk crocs lacivert terligi,12856485 2735 cocuk crocs lacivert terligi,1499.95,1,https://www.migros.com.tr/crocs-12856-485-cocuk-terligi-lacivert-27-35-p-315a858,migros
Alvin Pastil Ekinezya Çinko Vitamin C 12'li 31 G,12li 31 alvin c cinko ekinezya g pastil vitamin,12li 31 alvin c cinko ekinezya g pastil vitamin,59.95,1,https://www.migros.com.tr/alvin-pastil-ekinezya-cinko-vitamin-c-12li-31-g-p-20e9987,migros
Huggies Little Swimmers Mayo Bebek Bezi 3-4 Numara 7-15 Kg 12'li,12li 34 715 bebek bezi huggies kg little mayo numara swimmers,12li 34 715 bebek bezi huggies kg little mayo numara swimmers,169.95,1,https://www.carrefoursa.com/huggies-little-swimmers-mayo-bebek-bezi-3-4-numara-7-15-kg-12-li-p-30026654,carrefour
